iter	Logloss
113	0.3388940427
114	0.3380307824
115	0.3366948487
116	0.3357861296
117	0.3342490694
118	0.3333781512
119	0.3325538323
120	0.3314015585
121	0.3301449089
122	0.3296023691
123	0.3288428982
124	0.3281783204
125	0.3270487271
126	0.3260784839
127	0.3252275415
128	0.3243931206
129	0.3238759987
130	0.3229315317
131	0.3219568241
132	0.321227822
133	0.3202613915
134	0.3197548603
135	0.3190704044
136	0.3181311514
137	0.3174728629
138	0.3167788591
139	0.3156219254
140	0.3147501273
141	0.3140470318
142	0.3133652481
143	0.3123860435
144	0.3116381735
145	0.3100292917
146	0.3091612086
147	0.308553495
148	0.3080060346
149	0.3073640069
150	0.3064562981
151	0.3055911477
152	0.3050385712
153	0.3039794309
154	0.3034015017
155	0.302854856
156	0.3018182007
157	0.3009559831
158	0.300220431
159	0.2997473014
160	0.2986606903
161	0.2976312041
162	0.296739137
163	0.2960999444
164	0.2953820544
165	0.2945361955
166	0.2940267314
167	0.2937314287
168	0.2931185012
169	0.2926922316
170	0.2920999642
171	0.2916490263
172	0.2910714556
173	0.2901395346
174	0.2897995878
175	0.2893741654
176	0.2888507868
177	0.2881739889
178	0.287706008
179	0.287181554
180	0.2868464952
181	0.2860229584
182	0.2856168927
183	0.2853087833
184	0.284862212
185	0.2842514027
186	0.2836274934
187	0.2828158182
188	0.2821371628
189	0.2810151949
190	0.2804788141
191	0.2795945026
192	0.2790494537
193	0.2781811424
194	0.2776454459
195	0.2771175051
196	0.2766309822
197	0.2752977859
198	0.2748977813
199	0.2748589051
200	0.2745421928
201	0.2740493481
202	0.2736704273
203	0.2732834575
204	0.2728097414
205	0.2722941673
206	0.2718379666
207	0.2713623278
208	0.2709201232
209	0.2704566719
210	0.2701520167
211	0.269447357
212	0.2688685154
213	0.268486727
214	0.2680474389
215	0.2674064214
216	0.2668371115
217	0.266348666
218	0.2658953819
219	0.265411189
220	0.2645570531
221	0.2640317355
222	0.2635757955
223	0.2628917959
224	0.2619338217
225	0.2615492471
226	0.2609520916
227	0.2605265552
228	0.2599578645
229	0.2595201405
230	0.2591703851
231	0.2586220122
232	0.2582026348
233	0.2576241353
234	0.2571846354
235	0.2567547487
236	0.2564958781
237	0.2561692757
238	0.2557043743
239	0.2554264566
240	0.2550790637
241	0.2540975454
242	0.2538230332
243	0.2534326418
244	0.2526131783
245	0.251942686
246	0.2515063633
247	0.2511007375
248	0.2508290114
249	0.2505111423
250	0.2500200898
251	0.249274061
252	0.2486089455
253	0.247936775
254	0.2476021235
255	0.2475617483
256	0.2472775903
257	0.2470693435
258	0.2468258703
259	0.2463117789
260	0.2456570424
261	0.2446287782
262	0.2443605389
263	0.2439994757
264	0.2435217514
265	0.2432432146
266	0.2429068198
267	0.242246462
268	0.2419203483
269	0.2409829364
270	0.2405715754
271	0.2404997375
272	0.2402514903
273	0.2399215802
274	0.2393054592
275	0.2390756562
276	0.238677558
277	0.2383384095
278	0.2378015888
279	0.237644422
280	0.2372400345
281	0.2366466429
282	0.2360883473
283	0.2356666073
284	0.2353181716
285	0.2349454912
286	0.2344328011
287	0.2343315046
288	0.2339647713
289	0.2334973933
290	0.2331847869
291	0.2328661031
292	0.2326485038
293	0.2321071861
294	0.2315295339
295	0.2312735147
296	0.2307780794
297	0.2302616743
298	0.2299114626
299	0.2294847368
300	0.2286092238
301	0.2281715488
302	0.2275890738
303	0.2274247379
304	0.2269977351
305	0.2267153205
306	0.2263985267
307	0.2260629628
308	0.2255997885
309	0.2253035081
310	0.2246276064
311	0.2243763774
312	0.2240287075
313	0.2239089831
314	0.2232329347
315	0.2229188294
316	0.2224002247
317	0.2220480904
318	0.2213865594
319	0.2211366177
320	0.2208256244
321	0.2204686183
322	0.2197672172
323	0.2194954423
324	0.2188520134
325	0.2186092082
326	0.2181416184
327	0.2176630793
328	0.2174750039
329	0.2168089434
330	0.2165144553
331	0.2163192922
332	0.2160735216
333	0.2154181333
334	0.2151876785
335	0.2148882047
336	0.2145893826
337	0.2144038978
338	0.213761919
339	0.213386485
340	0.2131769836
341	0.2129182271
342	0.2126690023
343	0.2124037936
344	0.2121893553
345	0.2117411059
346	0.2113843279
347	0.2111005283
348	0.2107757996
349	0.2105182488
350	0.2103089104
351	0.2100311394
352	0.2096779134
353	0.2093091109
354	0.2090577516
355	0.2087962089
356	0.2085563854
357	0.2083151933
358	0.2079160523
359	0.2075098888
360	0.2071357094
361	0.2069328721
362	0.20650613
363	0.206335847
364	0.205895288
365	0.2056760595
366	0.2054425741
367	0.2051516055
368	0.2048496713
369	0.2046333267
370	0.2043455189
371	0.2037547505
372	0.2035738931
373	0.2031214725
374	0.2026968811
375	0.202277748
376	0.2018639429
377	0.2016260747
378	0.2012389745
379	0.2009388001
380	0.2006751881
381	0.2001420823
382	0.1997641065
383	0.1994963886
384	0.1993174538
385	0.198765252
386	0.198465827
387	0.1982663624
388	0.1978523618
389	0.1975670632
390	0.1972192793
391	0.1969594637
392	0.1964714419
393	0.1959912409
394	0.1956663655
395	0.1954690191
396	0.1952662632
397	0.194994309
398	0.1946505169
399	0.1939734583
400	0.1935416815
401	0.1933849547
402	0.1932559757
403	0.1930543115
404	0.1926927106
405	0.192293032
406	0.1920740315
407	0.1917005364
408	0.1912601404
409	0.1907701308
410	0.1905370039
411	0.1899486795
412	0.1896919434
413	0.1896043171
414	0.1895898648
415	0.1892285247
416	0.1889593078
417	0.1884348864
418	0.1880421813
419	0.187728027
420	0.1874091151
421	0.1870269682
422	0.1867521789
423	0.186504339
424	0.1863142758
425	0.1860470792
426	0.1856709446
427	0.1852928548
428	0.1850283956
429	0.1847137851
430	0.1843662292
431	0.183819111
432	0.183567768
433	0.1830902718
434	0.182747164
435	0.1825417686
436	0.182055148
437	0.1817745257
438	0.181434921
439	0.1812280592
440	0.1809089029
441	0.1805959054
442	0.1801691307
443	0.1798518155
444	0.1795362926
445	0.1792131769
446	0.1790216961
447	0.1786794682
448	0.1783647925
449	0.1781224273
450	0.177858799
451	0.1776326132
452	0.1773575143
453	0.1771453734
454	0.1768636594
455	0.1765828579
456	0.1763949291
457	0.1759040559
458	0.1754034718
459	0.1750949062
460	0.1748106504
461	0.1743221072
462	0.1740265763
463	0.1737409845
464	0.1733658764
465	0.1730763089
466	0.1725834968
467	0.1723701502
468	0.1720267818
469	0.1718146409
470	0.1716533356
471	0.1714584983
472	0.1712291515
473	0.1708685935
474	0.1705670992
475	0.1701921377
476	0.1699668806
477	0.1696180212
478	0.1693276717
479	0.1690818359
480	0.1688210102
481	0.1684542443
482	0.1682194881
483	0.1679999499
484	0.1675950085
485	0.1671791178
486	0.1668094517
487	0.1662339177
488	0.1659191117
489	0.1655893157
490	0.165215788
491	0.1649118823
492	0.1645971578
493	0.1642823681
494	0.1638794959
495	0.1636004866
496	0.1633007521
497	0.1629515668
498	0.1625785117
499	0.1622355669
500	0.1619239218
501	0.1615785329
502	0.161228419
503	0.1608960323
504	0.1607132359
505	0.1604783005
506	0.1602829582
507	0.1599714923
508	0.1597611111
509	0.1595672189
510	0.1591305703
511	0.1588467708
512	0.1586977671
513	0.1583290786
514	0.1580742162
515	0.1576281663
516	0.1574507142
517	0.157173709
518	0.1568977141
519	0.1565707694
520	0.1563452679
521	0.1560326778
522	0.1557848216
523	0.155456492
524	0.1552521231
525	0.1550017903
526	0.1546880923
527	0.1544921145
528	0.1541234586
529	0.1539703326
530	0.1538017278
531	0.1534158009
532	0.1531660872
533	0.1529081454
534	0.1527517444
535	0.1521934
536	0.1518418523
537	0.1515228914
538	0.1513335451
539	0.1511044427
540	0.1509356913
541	0.1506451951
542	0.1504567286
543	0.1501472668
544	0.1498475649
545	0.1497206388
546	0.1494277475
547	0.1491708321
548	0.1490186838
549	0.1488239606
550	0.1485487151
551	0.1483399307
552	0.1481126043
553	0.1477757695
554	0.1476192708
555	0.1474260955
556	0.1470336022
557	0.1467808906
558	0.1466764984
559	0.1461863421
560	0.1458947054
561	0.1456289427
562	0.1453741944
563	0.1451672674
564	0.1448805187
565	0.1446382349
566	0.1443892545
567	0.1439253307
568	0.1437623798
569	0.1435031996
570	0.1432520196
571	0.143047944
572	0.1428979463
573	0.1426820905
574	0.1424111302
575	0.1421970993
576	0.1418023738
577	0.1416662094
578	0.1414118195
579	0.1411358734
580	0.1409489222
581	0.1406616847
582	0.1403159048
583	0.1400960571
584	0.1398852849
585	0.1396515063
586	0.1393892793
587	0.1391818961
588	0.1390579517
589	0.1388769802
590	0.1386458085
591	0.1381973146
592	0.138036547
593	0.1378618322
594	0.1376259029
595	0.1374392123
596	0.1370354277
597	0.1369254306
598	0.1367678891
599	0.1364839836
600	0.1361900577
601	0.1359854606
602	0.1357636577
603	0.1356589803
604	0.135380525
605	0.1351332636
606	0.1349934494
607	0.134670684
608	0.1344526204
609	0.1342840238
610	0.1338901293
611	0.1337209624
612	0.1335621663
613	0.1333411455
614	0.1330779572
615	0.1328820772
616	0.1324692578
617	0.1322270636
618	0.1319607795
619	0.1318640941
620	0.1317231557
621	0.1315776225
622	0.1313277703
623	0.1312082333
624	0.1310018603
625	0.1308547466
626	0.1307121707
627	0.1306580845
628	0.1303450219
629	0.1299816288
630	0.1297851296
631	0.1295754409
632	0.1294121478
633	0.1292704191
634	0.1290538953
635	0.1289113519
636	0.1287144861
637	0.1284789885
638	0.1282284765
639	0.1281440764
640	0.1279074138
641	0.1277480312
642	0.1275214868
643	0.127333224
644	0.1269559652
645	0.1267849653
646	0.1266519454
647	0.126454102
648	0.126111532
649	0.1258764824
650	0.1255880311
651	0.1253792059
652	0.1251564335
653	0.1248642347
654	0.1246755483
655	0.1245772824
656	0.1244454031
657	0.1241763165
658	0.1240720384
659	0.1239570228
660	0.1238218033
661	0.1236335894
662	0.123536073
663	0.1232760864
664	0.1231915885
665	0.1229997899
666	0.1228112583
667	0.1225252265
668	0.1223293058
669	0.1221581022
670	0.1219837784
671	0.1218231738
672	0.1216973964
673	0.1214848237
674	0.121287795
675	0.1212085354
676	0.1210809657
677	0.1207673736
678	0.1205732614
679	0.1204487386
680	0.1202635227
681	0.1200975574
682	0.119894769
683	0.1197523478
684	0.1194647193
685	0.1192756825
686	0.1190862058
687	0.118797502
688	0.1186841483
689	0.1185020852
690	0.118307362
691	0.1180132161
692	0.1178027045
693	0.1175947999
694	0.1174426027
695	0.1173570457
696	0.1171642859
697	0.1168502049
698	0.1166979425
699	0.1166175017
700	0.1164435119
701	0.1162170654
702	0.1160561104
703	0.1160018369
704	0.1158036595
705	0.1156170586
706	0.1154826945
707	0.1153237029
708	0.1151805404
709	0.1149071768
710	0.1146412186
711	0.1145368915
712	0.11438779
713	0.1141131393
714	0.1139984088
715	0.1138197347
716	0.1136762952
717	0.1135607583
718	0.1133047146
719	0.1132344898
720	0.1131463992
721	0.1130472127
722	0.1129494519
723	0.1128239597
724	0.112643534
725	0.1123235222
726	0.1121529623
727	0.1120022396
728	0.1118600221
729	0.1116140559
730	0.1113590144
731	0.1112465324
732	0.1111773096
733	0.1110116377
734	0.110897893
735	0.1108115866
736	0.1106407496
737	0.1105574167
738	0.1103898384
739	0.1102274985
740	0.1100658021
741	0.1099017025
742	0.1096352636
743	0.1095548717
744	0.1094148294
745	0.1093175737
746	0.1092247824
747	0.1090692287
748	0.1089192637
749	0.1087293389
750	0.1086009546
751	0.1083944675
752	0.10814565
753	0.1079484665
754	0.1078531579
755	0.1077067367
756	0.1075340993
757	0.1073698449
758	0.1072238066
759	0.10700813
760	0.1069051227
761	0.1066652992
762	0.1064721321
763	0.1062611969
764	0.1061403075
765	0.1060887061
766	0.1059771285
767	0.1058999382
768	0.1057517003
769	0.1056663714
770	0.1055210826
771	0.1054008694
772	0.1052073519
773	0.105131848
774	0.104986437
775	0.1048806761
776	0.1047272406
777	0.104520615
778	0.1043854281
779	0.1042310557
780	0.1040034849
781	0.1038971293
782	0.1037302517
783	0.103642324
784	0.1035293451
785	0.1033387197
786	0.1032547188
787	0.1031087538
788	0.102939872
789	0.102831773
790	0.1027506805
791	0.1026037379
792	0.1024467015
793	0.1022632371
794	0.1021266978
795	0.1020246682
796	0.1018926667
797	0.101668322
798	0.1015341697
799	0.1014403601
800	0.1012918126
801	0.1011976608
802	0.101031663
803	0.1009185864
804	0.100845168
805	0.1007536151
806	0.1006275688
807	0.1004926752
808	0.100265748
809	0.1001489809
810	0.1000200507
811	0.09980588945
812	0.09967316289
813	0.09951221606
814	0.09934366832
815	0.09926497904
816	0.09913464762
817	0.09904302947
818	0.09891770015
819	0.09876081039
820	0.09854335782
821	0.09835123344
822	0.09821608731
823	0.09807896151
824	0.09802881023
825	0.09788554181
826	0.09774252593
827	0.09766592221
828	0.09752084521
829	0.09735341357
830	0.09721457697
831	0.09706304775
832	0.09692743725
833	0.09687766887
834	0.09671906015
835	0.09668292124
836	0.09654928225
837	0.09640802607
838	0.09633538981
839	0.09613482541
840	0.09602512152
841	0.09594495768
842	0.09585073258
843	0.09570772485
844	0.09561446106
845	0.09547633322
846	0.09537780665
847	0.09524991925
848	0.0950527276
849	0.09496409931
850	0.09485774372
851	0.09465924045
852	0.09453894581
853	0.09438520069
854	0.09430575376
855	0.09417101496
856	0.0940871525
857	0.09389453932
858	0.09382519434
859	0.0937494949
860	0.09358978637
861	0.09346298249
862	0.09332305422
863	0.09318813619
864	0.09309526345
865	0.09299083864
866	0.09293728203
867	0.09284339909
868	0.09279481198
869	0.09269221204
870	0.09258284216
871	0.09251114277
872	0.09243359403
873	0.0923450635
874	0.09215974164
875	0.09204299897
876	0.09196329949
877	0.09183731843
878	0.09171435981
879	0.09165540191
880	0.09154426419
881	0.09144612051
882	0.09130602931
883	0.09113253651
884	0.09100403811
885	0.09093594772
886	0.09075203525
887	0.09068430332
888	0.09056650158
889	0.09046883855
890	0.09030274299
891	0.09021084785
892	0.09010513586
893	0.08998807547
894	0.08990205412
895	0.08979371888
896	0.08973360415
897	0.08964188824
898	0.08957216036
899	0.08946102265
900	0.08928752984
901	0.08910947487
902	0.08895723689
903	0.0888369504
904	0.08875795154
905	0.08858788036
906	0.088502413
907	0.08834122176
908	0.08820610006
909	0.08810258769
910	0.08795631312
911	0.08787324089
912	0.0877669016
913	0.08769270931
914	0.08754543269
915	0.08743137845
916	0.08734498236
917	0.08725465954
918	0.08714122444
919	0.08701197654
920	0.08694259083
921	0.08683927397
922	0.08665102744
923	0.08654757209
924	0.08644591717
925	0.08639180658
926	0.0863001314
927	0.08613977928
928	0.08606337923
929	0.08590588661
930	0.08575116387
931	0.08563464117
932	0.08553253003
933	0.08538200287
934	0.08528363922
935	0.08518247311
936	0.08510613008
937	0.08500523281
938	0.084900808
939	0.08481995169
940	0.08464374602
941	0.08454886103
942	0.08451059584
943	0.08442777616
944	0.08430792144
945	0.08419417677
946	0.0840894098
947	0.08399834563
948	0.08386332169
949	0.08379717838
950	0.08372456655
951	0.0835887198
952	0.08343329645
953	0.08331895707
954	0.08321513512
955	0.08312469825
956	0.08299906749
957	0.08287979934
958	0.082759244
959	0.08265820823
960	0.08256064297
961	0.08245744832
962	0.08233856306
963	0.08225500203
964	0.08219091169
965	0.08207619756
966	0.08196097833
967	0.08187428081
968	0.08180775459
969	0.08167093838
970	0.08160259544
971	0.08148563281
972	0.08141489474
973	0.08133660465
974	0.08125972394
975	0.08115973095
976	0.0810663694
977	0.08092826601
978	0.08082221185
979	0.08069749353
980	0.08058309712
981	0.0805406608
982	0.08045047647
983	0.08035047534
984	0.08023681214
985	0.08017185824
986	0.08008399574
987	0.07996915941
988	0.07990414849
989	0.07985258782
990	0.07972169428
991	0.07966635353
992	0.07960777853
993	0.07956862533
994	0.07949909298
995	0.07941258283
996	0.07935398339
997	0.07922699213
998	0.07915411961
999	0.07906052996
